ts,cpu_used_pct,mem_used_mb,mem_used_pct,swap_si_so_kb,fds_allocated,tcp_estab,tcp_timewait,retrans_delta,cs_goroutines
2026-09-08T17:12:56+08:00,2,1963,12.6,0,15835,13176,97,1,14005
2026-09-08T17:13:07+08:00,2,1969,12.6,0,16266,13458,99,1,14437
2026-09-08T17:13:18+08:00,2,1970,12.6,0,16640,13648,119,0,14808
2026-09-08T17:13:29+08:00,3,1982,12.7,0,17026,13869,99,0,15201
2026-09-08T17:13:40+08:00,2,1999,12.8,0,17417,14080,81,0,15588
2026-09-08T17:13:51+08:00,1,2007,12.9,0,17757,14248,87,0,15927
2026-09-08T17:14:03+08:00,2,2008,12.9,0,18182,14521,85,0,16353
2026-09-08T17:14:14+08:00,1,1913,12.3,0,1793,48,8303,0,9370
2026-09-08T17:14:25+08:00,1,1897,12.2,0,1792,48,8291,0,9370
2026-09-08T17:14:36+08:00,1,1893,12.1,0,1793,48,8288,0,9370
2026-09-08T17:14:47+08:00,1,1875,12.0,0,1792,48,8285,0,9370
2026-09-08T17:14:58+08:00,1,1877,12.0,0,1793,48,8241,0,9370
2026-09-08T17:15:09+08:00,2,1881,12.1,0,1792,48,8241,0,9370
2026-09-08T17:15:20+08:00,1,1874,12.0,0,1791,48,5,0,9370
2026-09-08T17:15:31+08:00,6,1897,12.2,0,1888,49,5,0,9370
2026-09-08T17:15:42+08:00,13,2062,13.2,0,18453,16737,5,0,26029
2026-09-08T17:15:54+08:00,14,2295,14.7,0,35384,33671,5,0,43005
2026-09-08T17:16:05+08:00,57,2566,16.4,0,49434,47781,5,2,57350
2026-09-08T17:16:16+08:00,53,2875,18.4,0,61954,60195,4,4,69375
2026-09-08T17:16:28+08:00,45,2922,18.7,0,61954,60195,3,7,69375
2026-09-08T17:16:40+08:00,55,3079,19.7,0,61959,60197,2,7,69378
2026-09-08T17:16:51+08:00,50,3139,20.1,0,61957,60197,2,11,69378
2026-09-08T17:17:03+08:00,49,3183,20.4,0,61957,60197,1,15,69379
2026-09-08T17:17:14+08:00,49,3238,20.8,0,61960,60198,1,31,69379
2026-09-08T17:17:26+08:00,40,3257,20.9,0,61960,60198,1,9,69379
2026-09-08T17:17:38+08:00,51,3254,20.9,0,61959,60189,44,12,69379
2026-09-08T17:17:49+08:00,52,3307,21.2,0,61830,60070,130,8,69379
2026-09-08T17:18:01+08:00,63,3382,21.7,0,61895,60071,130,10,69379
2026-09-08T17:18:13+08:00,42,3342,21.4,0,61830,60070,131,26,69379
2026-09-08T17:18:24+08:00,45,3343,21.4,0,61828,60069,132,8,69378
2026-09-08T17:18:36+08:00,50,3349,21.5,0,61829,60069,132,9,69377
2026-09-08T17:18:48+08:00,47,3398,21.8,0,61827,60069,2,9,69378
2026-09-08T17:18:59+08:00,48,3408,21.8,0,61829,60069,3,10,69378
2026-09-08T17:19:11+08:00,46,3407,21.8,0,61829,60069,2,9,69377
2026-09-08T17:19:23+08:00,52,3407,21.8,0,61829,60070,2,10,69379
2026-09-08T17:19:34+08:00,37,3407,21.8,0,61830,60070,3,9,69379
2026-09-08T17:19:46+08:00,46,3403,21.8,0,61829,60070,3,6,69379
2026-09-08T17:19:57+08:00,52,3405,21.8,0,61829,60069,3,9,69378
2026-09-08T17:20:09+08:00,47,3405,21.8,0,61828,60069,3,6,69378
2026-09-08T17:20:21+08:00,48,3421,21.9,0,61827,60069,2,13,69378
2026-09-08T17:20:32+08:00,51,3421,21.9,0,61829,60069,1,7,69378
2026-09-08T17:20:44+08:00,49,3416,21.9,0,61828,60069,1,7,69378
2026-09-08T17:20:56+08:00,35,3417,21.9,0,61829,60069,1,13,69378
2026-09-08T17:21:07+08:00,50,3414,21.9,0,61830,60070,1,11,69382
2026-09-08T17:21:19+08:00,48,3420,21.9,0,61832,60070,2,10,69379
2026-09-08T17:21:31+08:00,48,3419,21.9,0,61832,60070,3,10,69378
2026-09-08T17:21:42+08:00,54,3423,21.9,0,61833,60070,3,8,69379
2026-09-08T17:21:54+08:00,47,3429,22.0,0,61832,60070,2,7,69379
2026-09-08T17:22:06+08:00,45,3441,22.1,0,61830,60069,3,10,69378
2026-09-08T17:22:17+08:00,50,3444,22.1,0,61830,60069,2,12,69378
2026-09-08T17:22:29+08:00,49,3442,22.1,0,61829,60069,2,9,69377
2026-09-08T17:22:40+08:00,47,3442,22.1,0,61830,60069,2,9,69378
2026-09-08T17:22:52+08:00,49,3451,22.1,0,61830,60069,3,8,69378
2026-09-08T17:23:04+08:00,45,3445,22.1,0,61829,60069,2,8,69378
2026-09-08T17:23:15+08:00,48,3445,22.1,0,61830,60069,3,11,69377
2026-09-08T17:23:27+08:00,61,3461,22.2,0,61829,60069,2,8,69378
2026-09-08T17:23:38+08:00,45,3459,22.2,0,61829,60069,3,6,69378
2026-09-08T17:23:50+08:00,63,3468,22.2,0,61830,60069,3,9,69378
2026-09-08T17:24:02+08:00,52,3470,22.2,0,61829,60069,3,10,69378
2026-09-08T17:24:13+08:00,45,3469,22.2,0,61830,60069,2,11,69377
2026-09-08T17:24:25+08:00,50,3469,22.2,0,61831,60069,3,5,69378
2026-09-08T17:24:37+08:00,50,3465,22.2,0,61829,60069,2,13,69378
2026-09-08T17:24:48+08:00,48,3474,22.3,0,61829,60069,1,10,69378
2026-09-08T17:25:00+08:00,52,3469,22.2,0,61829,60070,2,11,69379
2026-09-08T17:25:11+08:00,74,3472,22.3,0,61831,60070,3,10,69378
2026-09-08T17:25:23+08:00,47,2724,17.5,0,1827,73,29906,8,37145
2026-09-08T17:25:34+08:00,38,2711,17.4,0,1827,72,29908,0,37022
2026-09-08T17:25:45+08:00,39,2712,17.4,0,1826,72,29909,0,37022
2026-09-08T17:25:57+08:00,39,2716,17.4,0,1814,65,29916,1,37021
2026-09-08T17:26:08+08:00,42,2450,15.7,0,1814,65,29916,2,37021
2026-09-08T17:26:19+08:00,39,2461,15.8,0,1817,65,29917,0,37021
2026-09-08T17:26:30+08:00,32,2445,15.7,0,1816,65,12,0,37021
2026-09-08T17:26:41+08:00,35,2446,15.7,0,1815,65,11,0,37021
2026-09-08T17:26:53+08:00,32,2444,15.7,0,1817,65,7,0,37021
2026-09-08T17:27:04+08:00,33,2443,15.7,0,1816,65,4,0,37021
2026-09-08T17:27:15+08:00,28,2448,15.7,0,1815,65,4,0,37021
2026-09-08T17:27:26+08:00,31,2448,15.7,0,1816,65,4,0,37021
2026-09-08T17:27:37+08:00,37,2439,15.6,0,1815,65,5,0,37021
2026-09-08T17:27:48+08:00,30,2437,15.6,0,1814,65,5,0,37021
2026-09-08T17:27:59+08:00,33,2438,15.6,0,1812,63,7,0,37021
2026-09-08T17:28:11+08:00,35,2373,15.2,0,1812,63,7,0,37021
2026-09-08T17:28:22+08:00,32,2369,15.2,0,1811,63,7,0,37021
2026-09-08T17:28:33+08:00,31,2370,15.2,0,1813,63,7,0,37021
2026-09-08T17:28:44+08:00,29,2374,15.2,0,1812,63,6,0,37021
2026-09-08T17:28:55+08:00,34,2373,15.2,0,1811,62,4,0,37021
2026-09-08T17:29:06+08:00,28,2375,15.2,0,1797,59,22,0,37021
2026-09-08T17:29:17+08:00,24,1751,11.2,0,1830,27,66,17,41
2026-09-08T17:29:28+08:00,36,1751,11.2,0,1763,26,65,0,41
2026-09-08T17:29:39+08:00,43,1779,11.4,0,2170,424,66,0,335
2026-09-08T17:29:50+08:00,57,1941,12.4,0,14023,12294,82,3,12255
2026-09-08T17:30:02+08:00,57,2120,13.6,0,25154,23459,68,10,23369
2026-09-08T17:30:13+08:00,62,2329,14.9,0,36132,34419,62,13,34391
2026-09-08T17:30:24+08:00,57,2590,16.6,0,47738,46020,19,24,46019
2026-09-08T17:30:36+08:00,58,2839,18.2,0,59263,57529,19,22,57504
2026-09-08T17:30:48+08:00,67,3112,19.9,0,61960,60197,3,21,60049
2026-09-08T17:30:59+08:00,66,3233,20.7,0,61960,60197,3,23,60048
2026-09-08T17:31:11+08:00,75,3351,21.5,0,61962,60198,2,21,60050
2026-09-08T17:31:23+08:00,67,3367,21.6,0,61962,60198,1,15,60050
2026-09-08T17:31:34+08:00,67,3364,21.6,0,61960,60198,1,12,60050
2026-09-08T17:31:46+08:00,74,3377,21.6,0,61962,60198,2,20,60051
2026-09-08T17:31:57+08:00,67,3380,21.7,0,61959,60197,3,19,60049
2026-09-08T17:32:09+08:00,74,3388,21.7,0,61833,60070,132,29,60050
2026-09-08T17:32:21+08:00,66,3388,21.7,0,61832,60070,132,8,60050
2026-09-08T17:32:32+08:00,67,3394,21.8,0,61833,60070,131,13,60050
2026-09-08T17:32:44+08:00,66,3389,21.7,0,61833,60070,131,44,60049
2026-09-08T17:32:56+08:00,74,3391,21.7,0,61832,60070,130,20,60050
2026-09-08T17:33:07+08:00,49,3392,21.7,0,61832,60070,130,23,60050
2026-09-08T17:33:19+08:00,77,3404,21.8,0,61833,60070,2,22,60050
2026-09-08T17:33:31+08:00,64,3400,21.8,0,61833,60070,3,16,60050
2026-09-08T17:33:42+08:00,61,3418,21.9,0,61832,60070,2,23,60049
2026-09-08T17:33:54+08:00,63,3419,21.9,0,61831,60070,2,21,60049
2026-09-08T17:34:06+08:00,59,3428,22.0,0,61833,60070,1,14,60050
2026-09-08T17:34:17+08:00,67,3430,22.0,0,61832,60070,1,19,60050
2026-09-08T17:34:29+08:00,65,3446,22.1,0,61832,60069,1,20,60049
2026-09-08T17:34:41+08:00,62,3447,22.1,0,61831,60069,2,16,60049
2026-09-08T17:34:52+08:00,62,3439,22.0,0,61833,60070,3,13,60055
2026-09-08T17:35:04+08:00,65,3443,22.1,0,61833,60070,3,21,60050
2026-09-08T17:35:16+08:00,64,3453,22.1,0,61832,60070,4,23,60050
2026-09-08T17:35:27+08:00,58,3455,22.1,0,61833,60069,4,16,60049
2026-09-08T17:35:39+08:00,77,3468,22.2,0,61832,60069,4,33,60049
2026-09-08T17:35:51+08:00,62,3466,22.2,0,61834,60070,3,26,60050
2026-09-08T17:36:02+08:00,50,3459,22.2,0,61833,60070,4,37,60050
2026-09-08T17:36:14+08:00,66,3456,22.1,0,61833,60070,3,33,60049
2026-09-08T17:36:26+08:00,69,3458,22.2,0,61833,60069,4,14,60050
2026-09-08T17:36:37+08:00,49,3455,22.1,0,61832,60069,3,28,60049
2026-09-08T17:36:49+08:00,66,3457,22.2,0,61836,60070,3,22,60050
2026-09-08T17:37:01+08:00,66,3456,22.1,0,61833,60070,2,15,60050
2026-09-08T17:37:12+08:00,59,3459,22.2,0,61834,60070,2,24,60050
2026-09-08T17:37:24+08:00,67,3460,22.2,0,61834,60070,1,21,60050
2026-09-08T17:37:36+08:00,52,3497,22.4,0,61832,60070,1,28,60050
2026-09-08T17:37:47+08:00,62,3510,22.5,0,61834,60070,1,36,60050
2026-09-08T17:37:59+08:00,55,3511,22.5,0,61833,60070,1,21,60050
2026-09-08T17:38:10+08:00,57,3512,22.5,0,61833,60070,1,23,60050
2026-09-08T17:38:22+08:00,55,3513,22.5,0,61833,60070,1,23,60049
2026-09-08T17:38:33+08:00,59,3529,22.6,0,61833,60070,1,22,60050
2026-09-08T17:38:45+08:00,58,3571,22.9,0,61834,60070,1,15,60050
2026-09-08T17:38:57+08:00,63,3567,22.9,0,61833,60070,1,17,60050
2026-09-08T17:39:08+08:00,59,3561,22.8,0,61833,60070,2,23,60050
2026-09-08T17:39:20+08:00,54,3550,22.8,0,61833,60070,1,18,60050
2026-09-08T17:39:32+08:00,56,3522,22.6,0,61833,60070,1,23,60049
2026-09-08T17:39:44+08:00,58,3532,22.6,0,61834,60070,2,19,60050
2026-09-08T17:39:55+08:00,62,3531,22.6,0,61833,60070,2,24,60050
2026-09-08T17:40:07+08:00,58,3531,22.6,0,61833,60070,1,27,60050
2026-09-08T17:40:18+08:00,63,3532,22.6,0,61833,60070,1,29,60050
2026-09-08T17:40:30+08:00,54,3532,22.6,0,61834,60070,2,15,60050
2026-09-08T17:40:42+08:00,59,3520,22.6,0,61833,60070,1,30,60049
2026-09-08T17:40:53+08:00,61,3516,22.5,0,61834,60070,2,17,60050
2026-09-08T17:41:05+08:00,71,3515,22.5,0,61836,60070,2,13,60050
2026-09-08T17:41:17+08:00,57,3523,22.6,0,61833,60070,2,24,60050
2026-09-08T17:41:28+08:00,48,3523,22.6,0,61833,60070,1,39,60050
2026-09-08T17:41:40+08:00,65,3522,22.6,0,61833,60070,2,36,60050
2026-09-08T17:41:51+08:00,61,3524,22.6,0,61836,60070,1,13,60050
2026-09-08T17:42:03+08:00,64,3526,22.6,0,61833,60070,1,26,60049
2026-09-08T17:42:15+08:00,59,3527,22.6,0,61833,60070,2,49,60050
2026-09-08T17:42:26+08:00,61,3526,22.6,0,61834,60070,2,21,60050
2026-09-08T17:42:38+08:00,55,3522,22.6,0,61833,60070,1,30,60050
2026-09-08T17:42:49+08:00,57,3543,22.7,0,61834,60070,1,19,60050
2026-09-08T17:43:01+08:00,67,3541,22.7,0,61833,60070,1,14,60051
2026-09-08T17:43:13+08:00,59,3543,22.7,0,61834,60070,0,34,60050
2026-09-08T17:43:24+08:00,57,3542,22.7,0,61834,60070,1,20,60050
2026-09-08T17:43:36+08:00,61,3542,22.7,0,61851,60070,2,15,60050
2026-09-08T17:43:48+08:00,59,3540,22.7,0,61834,60070,3,26,60050
2026-09-08T17:43:59+08:00,60,3539,22.7,0,61832,60069,5,22,60049
2026-09-08T17:44:11+08:00,65,3556,22.8,0,61834,60070,5,31,60050
2026-09-08T17:44:22+08:00,63,3567,22.9,0,61833,60070,4,24,60050
2026-09-08T17:44:34+08:00,61,3564,22.8,0,61833,60070,4,24,60050
2026-09-08T17:44:46+08:00,73,3570,22.9,0,61833,60070,4,22,60050
2026-09-08T17:44:57+08:00,63,3580,22.9,0,61835,60070,3,22,60050
2026-09-08T17:45:09+08:00,50,3586,23.0,0,61836,60070,4,49,60049
2026-09-08T17:45:21+08:00,52,3606,23.1,0,61835,60070,4,11,60050
2026-09-08T17:45:32+08:00,55,3603,23.1,0,61836,60070,4,8,60050
2026-09-08T17:45:44+08:00,54,2723,17.5,0,1829,70,29971,15,42913
2026-09-08T17:45:55+08:00,49,2722,17.4,0,1828,70,29971,3,27143
2026-09-08T17:46:06+08:00,46,2720,17.4,0,1826,69,29972,3,27142
2026-09-08T17:46:18+08:00,50,2460,15.8,0,1825,68,29973,0,27141
2026-09-08T17:46:29+08:00,46,2466,15.8,0,1823,65,29976,2,27141
2026-09-08T17:46:40+08:00,45,2462,15.8,0,1823,65,29976,1,27141
2026-09-08T17:46:51+08:00,44,2451,15.7,0,1824,65,9,3,27141
2026-09-08T17:47:02+08:00,47,2448,15.7,0,1823,65,9,2,27141
2026-09-08T17:47:13+08:00,45,2450,15.7,0,1824,65,8,2,27141
2026-09-08T17:47:25+08:00,45,2448,15.7,0,1824,65,6,1,27141
2026-09-08T17:47:36+08:00,47,2447,15.7,0,1822,65,5,4,27141
2026-09-08T17:47:47+08:00,47,2433,15.6,0,1823,65,5,2,27141
2026-09-08T17:47:58+08:00,31,2429,15.6,0,1822,65,5,3,27141
2026-09-08T17:48:09+08:00,45,2430,15.6,0,1821,65,5,4,27141
2026-09-08T17:48:20+08:00,34,2432,15.6,0,1822,65,5,4,27141
2026-09-08T17:48:31+08:00,39,2431,15.6,0,1823,65,5,4,27141
2026-09-08T17:48:42+08:00,51,2436,15.6,0,1919,65,5,1,27141
2026-09-08T17:48:54+08:00,43,2437,15.6,0,1918,64,6,3,27141
2026-09-08T17:49:05+08:00,29,2438,15.6,0,1883,43,103,0,27141
2026-09-08T17:49:16+08:00,6,1745,11.2,0,1815,4,244,0,
2026-09-08T17:49:27+08:00,1,1772,11.4,0,1812,6,253,0,
2026-09-08T17:49:38+08:00,43,1783,11.4,0,1876,26,263,0,41
2026-09-08T17:49:49+08:00,53,1783,11.4,0,1916,60,278,0,41
2026-09-08T17:50:00+08:00,58,1792,11.5,0,1914,60,276,1,41
2026-09-08T17:50:11+08:00,50,1794,11.5,0,1916,60,116,0,41
2026-09-08T17:50:22+08:00,40,1808,11.6,0,1914,60,33,1,41
2026-09-08T17:50:33+08:00,22,1816,11.6,0,1916,60,18,3,41
2026-09-08T17:50:44+08:00,50,1815,11.6,0,1914,60,17,5,41
2026-09-08T17:50:55+08:00,46,1818,11.7,0,1915,60,3,0,41
2026-09-08T17:51:06+08:00,45,1823,11.7,0,1914,60,4,0,41
2026-09-08T17:51:17+08:00,48,1849,11.8,0,1915,60,4,0,41
2026-09-08T17:51:29+08:00,56,1844,11.8,0,1916,60,4,1,41
2026-09-08T17:51:40+08:00,45,1843,11.8,0,1914,60,5,1,41
2026-09-08T17:51:51+08:00,41,1843,11.8,0,1916,60,5,1,41
2026-09-08T17:52:02+08:00,48,1845,11.8,0,1914,60,4,1,41
2026-09-08T17:52:13+08:00,47,1843,11.8,0,1916,60,3,1,41
2026-09-08T17:52:24+08:00,44,1849,11.8,0,1914,60,3,1,41
2026-09-08T17:52:35+08:00,49,1848,11.8,0,1918,60,3,1,41
2026-09-08T17:52:46+08:00,40,1853,11.9,0,1916,60,3,1,41
2026-09-08T17:52:57+08:00,52,1848,11.8,0,1915,60,4,0,41
2026-09-08T17:53:08+08:00,56,1851,11.9,0,1916,60,5,1,41
2026-09-08T17:53:19+08:00,57,1854,11.9,0,1910,60,4,0,41
2026-09-08T17:53:30+08:00,57,1855,11.9,0,1912,60,3,0,41
2026-09-08T17:53:41+08:00,57,1847,11.8,0,1813,60,3,1,41
2026-09-08T17:53:52+08:00,56,1847,11.8,0,1815,60,3,0,41
2026-09-08T17:54:03+08:00,56,1848,11.8,0,1813,60,2,0,41
2026-09-08T17:54:15+08:00,56,1853,11.9,0,1815,60,3,1,41
2026-09-08T17:54:26+08:00,56,1852,11.9,0,1813,60,3,0,41
2026-09-08T17:54:37+08:00,55,1858,11.9,0,1814,60,3,0,41
2026-09-08T17:54:48+08:00,56,1852,11.9,0,1813,60,3,1,41
2026-09-08T17:54:59+08:00,55,1854,11.9,0,1815,60,3,0,41
2026-09-08T17:55:10+08:00,56,1857,11.9,0,1815,60,3,0,41
2026-09-08T17:55:21+08:00,57,1858,11.9,0,1814,60,3,1,41
2026-09-08T17:55:32+08:00,53,1860,11.9,0,1817,60,2,0,41
2026-09-08T17:55:43+08:00,56,1855,11.9,0,1815,60,1,0,41
2026-09-08T17:55:54+08:00,56,1850,11.9,0,1817,60,2,0,41
2026-09-08T17:56:05+08:00,55,1846,11.8,0,1816,60,2,1,41
2026-09-08T17:56:16+08:00,54,1854,11.9,0,1820,60,3,1,41
2026-09-08T17:56:27+08:00,56,1849,11.8,0,1818,60,4,0,41
2026-09-08T17:56:38+08:00,55,1861,11.9,0,1818,60,5,0,41
2026-09-08T17:56:49+08:00,53,1860,11.9,0,1810,60,4,0,41
2026-09-08T17:57:01+08:00,10,1735,11.1,0,1829,9,38,17,41
2026-09-08T17:57:12+08:00,8,1770,11.3,0,1769,26,48,0,41
2026-09-08T17:57:23+08:00,8,1768,11.3,0,1770,26,48,0,41
2026-09-08T17:57:34+08:00,55,1794,11.5,0,1811,60,63,3,41
2026-09-08T17:57:45+08:00,53,1814,11.6,0,1813,60,63,5,41
2026-09-08T17:57:56+08:00,51,1818,11.7,0,1814,60,64,3,41
2026-09-08T17:58:07+08:00,52,1834,11.8,0,1813,60,18,3,41
2026-09-08T17:58:18+08:00,53,1854,11.9,0,1814,60,18,6,41
2026-09-08T17:58:29+08:00,49,1861,11.9,0,1813,60,2,5,41
2026-09-08T17:58:40+08:00,51,1878,12.0,0,1814,60,3,3,41
2026-09-08T17:58:51+08:00,52,1869,12.0,0,1813,60,2,1,41
2026-09-08T17:59:02+08:00,53,1870,12.0,0,1813,60,2,4,41
2026-09-08T17:59:13+08:00,51,1871,12.0,0,1814,60,2,1,41
2026-09-08T17:59:24+08:00,50,1875,12.0,0,1813,60,3,4,41
2026-09-08T17:59:35+08:00,52,1872,12.0,0,1814,60,3,3,41
2026-09-08T17:59:47+08:00,50,1876,12.0,0,1813,60,4,4,41
2026-09-08T17:59:58+08:00,47,1874,12.0,0,1814,60,4,7,41
2026-09-08T18:00:09+08:00,48,1878,12.0,0,1813,60,4,4,41
2026-09-08T18:00:20+08:00,52,1887,12.1,0,1814,60,3,1,41
2026-09-08T18:00:31+08:00,50,1876,12.0,0,1813,60,3,6,41
2026-09-08T18:00:42+08:00,51,1872,12.0,0,1814,60,3,1,41
2026-09-08T18:00:53+08:00,50,1873,12.0,0,1814,60,4,2,41
2026-09-08T18:01:04+08:00,48,1874,12.0,0,1814,61,4,3,41
2026-09-08T18:01:15+08:00,42,1871,12.0,0,1815,61,5,0,41
2026-09-08T18:01:26+08:00,37,1874,12.0,0,1813,60,5,0,41
2026-09-08T18:01:37+08:00,42,1874,12.0,0,1813,58,6,0,41
2026-09-08T18:01:48+08:00,39,1873,12.0,0,1812,58,6,0,41
2026-09-08T18:01:59+08:00,42,1875,12.0,0,1814,58,6,0,41
2026-09-08T18:02:10+08:00,40,1870,12.0,0,1812,58,5,0,41
2026-09-08T18:02:21+08:00,41,1867,12.0,0,1813,58,6,0,41
2026-09-08T18:02:33+08:00,42,1860,11.9,0,1812,58,6,0,41
2026-09-08T18:02:44+08:00,36,1862,11.9,0,1811,58,4,0,41
2026-09-08T18:02:55+08:00,37,1859,11.9,0,1812,58,3,0,41
2026-09-08T18:03:06+08:00,40,1861,11.9,0,1811,58,3,0,41
2026-09-08T18:03:17+08:00,32,1869,12.0,0,1815,58,3,0,41
2026-09-08T18:03:28+08:00,32,1858,11.9,0,1814,58,2,0,41
2026-09-08T18:03:39+08:00,40,1858,11.9,0,1820,58,2,0,41
2026-09-08T18:03:50+08:00,41,1859,11.9,0,1814,58,3,0,41
2026-09-08T18:04:01+08:00,48,1859,11.9,0,1815,58,4,0,41
2026-09-08T18:04:12+08:00,42,1929,12.4,0,7255,5510,4,0,5395
2026-09-08T18:04:23+08:00,42,2076,13.3,0,18383,16633,5,0,16544
2026-09-08T18:04:34+08:00,42,2242,14.4,0,29312,27581,5,0,27525
2026-09-08T18:04:46+08:00,51,2396,15.4,0,39774,37976,5,19,37942
2026-09-08T18:04:57+08:00,54,2560,16.4,0,50465,48690,4,12,48703
2026-09-08T18:05:09+08:00,56,2733,17.5,0,62029,60204,4,21,60069
2026-09-08T18:05:20+08:00,76,3044,19.5,0,62038,60210,3,21,60073
2026-09-08T18:05:32+08:00,67,3208,20.6,0,62038,60211,2,22,60073
2026-09-08T18:05:44+08:00,64,3287,21.1,0,62038,60211,1,23,60073
2026-09-08T18:05:55+08:00,61,3343,21.4,0,62040,60211,2,16,60078
2026-09-08T18:06:07+08:00,64,3375,21.6,0,62039,60211,2,25,60078
2026-09-08T18:06:19+08:00,74,3366,21.6,0,62040,60211,2,16,60077
2026-09-08T18:06:30+08:00,56,3370,21.6,0,62039,60211,2,63,60075
2026-09-08T18:06:42+08:00,77,3389,21.7,0,61910,60082,132,59,60074
2026-09-08T18:06:54+08:00,61,3396,21.8,0,61911,60082,132,32,60078
2026-09-08T18:07:05+08:00,56,3402,21.8,0,61913,60083,131,27,60077
2026-09-08T18:07:17+08:00,53,3394,21.8,0,61916,60083,131,46,60075
2026-09-08T18:07:29+08:00,51,3383,21.7,0,61915,60083,131,21,60074
2026-09-08T18:07:40+08:00,48,3396,21.8,0,61916,60083,130,44,60074
2026-09-08T18:07:52+08:00,56,3397,21.8,0,61914,60083,2,48,60078
2026-09-08T18:08:03+08:00,50,3385,21.7,0,61915,60083,2,24,60073
2026-09-08T18:08:15+08:00,63,3386,21.7,0,61916,60082,3,23,60076
2026-09-08T18:08:27+08:00,51,3363,21.6,0,61911,60082,3,29,60072
2026-09-08T18:08:38+08:00,46,3370,21.6,0,61912,60082,2,30,60073
2026-09-08T18:08:50+08:00,57,3386,21.7,0,61912,60083,2,30,60075
2026-09-08T18:09:02+08:00,57,3406,21.8,0,61914,60083,2,28,60074
2026-09-08T18:09:13+08:00,39,3416,21.9,0,61914,60083,1,19,60075
2026-09-08T18:09:25+08:00,67,3404,21.8,0,61913,60083,2,24,60075
2026-09-08T18:09:37+08:00,57,3407,21.8,0,61911,60082,2,28,60073
2026-09-08T18:09:48+08:00,52,3408,21.8,0,61910,60082,1,22,60074
2026-09-08T18:10:00+08:00,52,3422,21.9,0,61911,60083,2,13,60074
