ts,connected,sent,recv,send_failed,dropped,latency_p50_ms,latency_p95_ms,latency_p99_ms
2026-09-08T18:49:50+08:00,30000,10284,10004,0,0,250,410,500
2026-09-08T18:50:00+08:00,30000,20563,20234,0,0,250,390,460
2026-09-08T18:50:10+08:00,30000,30835,30643,0,0,250,390,440
2026-09-08T18:50:20+08:00,30000,40573,40315,0,0,250,440,1160
2026-09-08T18:50:30+08:00,30000,50788,50545,0,0,250,420,1060
2026-09-08T18:50:40+08:00,30000,61031,60759,0,0,250,410,980
2026-09-08T18:50:50+08:00,30000,70672,70394,0,0,250,420,960
2026-09-08T18:51:00+08:00,30000,80892,80573,0,0,250,420,930
2026-09-08T18:51:10+08:00,30000,91195,90872,0,0,250,410,880
2026-09-08T18:51:20+08:00,30000,101092,100909,0,0,250,430,1050
2026-09-08T18:51:30+08:00,30000,111365,111153,0,0,250,420,1030
2026-09-08T18:51:40+08:00,30000,121652,121366,0,0,250,420,1000
2026-09-08T18:51:50+08:00,30000,131386,130632,0,0,260,520,1080
2026-09-08T18:52:00+08:00,30000,141617,141339,0,0,260,550,1060
2026-09-08T18:52:10+08:00,30000,151914,151691,0,0,260,550,1050
2026-09-08T18:52:20+08:00,30000,161692,161456,0,0,260,590,1150
2026-09-08T18:52:30+08:00,30000,171949,171548,0,0,260,570,1130
2026-09-08T18:52:40+08:00,30000,182189,181970,0,0,260,550,1110
2026-09-08T18:52:50+08:00,30000,191955,191642,0,0,260,600,1220
2026-09-08T18:53:00+08:00,30000,202214,201874,0,0,260,580,1210
2026-09-08T18:53:10+08:00,30000,212507,212289,0,0,260,560,1190
2026-09-08T18:53:20+08:00,30000,222518,222173,0,0,260,590,1230
2026-09-08T18:53:30+08:00,30000,232737,232379,0,0,260,570,1220
2026-09-08T18:53:40+08:00,30000,243064,242808,0,0,260,550,1210
2026-09-08T18:53:50+08:00,30000,252907,252601,0,0,260,580,1220
2026-09-08T18:54:00+08:00,30000,263111,262825,0,0,260,560,1210
2026-09-08T18:54:10+08:00,30000,273430,273116,0,0,260,550,1200
2026-09-08T18:54:20+08:00,30000,283250,282976,0,0,260,570,1210
2026-09-08T18:54:30+08:00,30000,293487,293246,0,0,260,560,1200
2026-09-08T18:54:40+08:00,30000,303769,303510,0,0,260,540,1190
2026-09-08T18:54:50+08:00,30000,313613,313347,0,0,260,590,1270
2026-09-08T18:55:00+08:00,30000,323829,323573,0,0,260,570,1260
2026-09-08T18:55:10+08:00,30000,333972,333729,0,0,260,560,1250
2026-09-08T18:55:20+08:00,30000,343910,343591,0,0,260,570,1250
2026-09-08T18:55:30+08:00,30000,354103,353851,0,0,260,560,1240
2026-09-08T18:55:40+08:00,30000,364391,364133,0,0,260,550,1230
2026-09-08T18:55:50+08:00,30000,374170,373938,0,0,270,580,1270
2026-09-08T18:56:00+08:00,30000,384394,384155,0,0,260,570,1260
2026-09-08T18:56:10+08:00,30000,394679,394402,0,0,270,560,1250
2026-09-08T18:56:20+08:00,30000,404519,404229,0,0,270,570,1260
2026-09-08T18:56:30+08:00,30000,414789,414595,0,0,270,560,1250
2026-09-08T18:56:40+08:00,30000,425074,424729,0,0,270,550,1240
2026-09-08T18:56:50+08:00,30000,435006,434674,0,0,270,580,1260
2026-09-08T18:57:00+08:00,30000,445285,444884,0,0,270,570,1250
2026-09-08T18:57:10+08:00,30000,455571,455284,0,0,270,560,1250
2026-09-08T18:57:20+08:00,30000,465323,465019,0,0,270,570,1240
2026-09-08T18:57:30+08:00,30000,475544,475175,0,0,270,560,1240
2026-09-08T18:57:40+08:00,30000,485833,485545,0,0,270,550,1230
2026-09-08T18:57:50+08:00,30000,495594,495346,0,0,270,570,1250
2026-09-08T18:58:00+08:00,30000,505856,505575,0,0,270,560,1240
2026-09-08T18:58:10+08:00,30000,516037,515770,0,0,270,560,1240
2026-09-08T18:58:20+08:00,30000,525755,525453,0,0,270,560,1230
2026-09-08T18:58:30+08:00,30000,535960,535621,0,0,270,550,1230
2026-09-08T18:58:40+08:00,30000,546218,545875,0,0,270,550,1220
2026-09-08T18:58:50+08:00,30000,556113,555859,0,0,270,570,1260
2026-09-08T18:59:00+08:00,30000,566352,565985,0,0,270,560,1250
2026-09-08T18:59:10+08:00,30000,576621,576357,0,0,270,560,1250
2026-09-08T18:59:20+08:00,30000,586432,586176,0,0,270,570,1250
2026-09-08T18:59:30+08:00,30000,596611,596241,0,0,270,560,1250
2026-09-08T18:59:40+08:00,30000,606803,606338,0,0,270,550,1240
