ts,connected,sent,recv,send_failed,dropped,latency_p50_ms,latency_p95_ms,latency_p99_ms
2026-09-06T10:06:03+08:00,20,200,199,0,0,20,1130,1460
2026-09-06T10:06:13+08:00,20,399,399,0,0,20,710,1380
2026-09-06T10:06:23+08:00,20,600,599,0,0,20,300,1300
2026-09-06T10:06:33+08:00,20,800,799,0,0,20,30,1220
