ts,connected,sent,recv,send_failed,dropped,latency_p50_ms,latency_p95_ms,latency_p99_ms
2026-09-06T10:03:08+08:00,20,1000,1185,0,0,1490,2860,2990
2026-09-06T10:03:18+08:00,20,1995,2363,5,1,3020,5700,5960
2026-09-06T10:03:28+08:00,20,2944,3493,55,1,4490,8490,8830
2026-09-06T10:03:38+08:00,20,3895,4616,105,1,5820,11060,11480
