ts,connected,sent,recv,send_failed,dropped,latency_p50_ms,latency_p95_ms,latency_p99_ms
2026-09-06T10:04:38+08:00,20,1000,1193,0,0,1450,2820,2960
2026-09-06T10:04:48+08:00,20,1999,2377,0,0,2980,5630,5930
2026-09-06T10:04:58+08:00,20,2998,3572,0,0,4470,8500,8860
2026-09-06T10:05:08+08:00,20,3998,4758,0,0,5990,11330,11870
2026-09-06T10:05:18+08:00,20,4998,5956,0,0,7520,14210,14760
2026-09-06T10:05:28+08:00,20,5997,7145,0,0,8940,17060,17720
