ts,cpu_used_pct,mem_used_mb,mem_used_pct,swap_si_so_kb,fds_allocated,tcp_estab,tcp_timewait,retrans_delta,cs_goroutines
2026-09-08T22:26:52+08:00,2,2579,16.5,0,2701,88,0,0,112
2026-09-08T22:27:03+08:00,87,2830,18.1,0,14962,11683,0,0,11330
2026-09-08T22:27:15+08:00,95,3040,19.5,0,27179,23903,1,0,23531
2026-09-08T22:27:27+08:00,95,3243,20.8,0,40338,37148,2,0,36842
2026-09-08T22:27:39+08:00,59,3504,22.3,0,56468,53282,3,0,53092
2026-09-08T22:27:51+08:00,2,3650,23.4,0,63821,60541,3,1,60112
2026-09-08T22:28:02+08:00,1,3673,23.5,0,63825,60541,4,0,60112
2026-09-08T22:28:13+08:00,26,3685,23.6,0,63799,60541,4,0,60112
2026-09-08T22:28:25+08:00,2,3749,24.0,0,63792,60541,4,0,60112
2026-09-08T22:28:37+08:00,2,3786,24.3,0,63791,60540,4,0,60112
2026-09-08T22:28:48+08:00,1,3880,24.9,0,63791,60540,5,0,60112
2026-09-08T22:29:00+08:00,14,3875,24.8,0,63791,60540,5,0,60112
2026-09-08T22:29:11+08:00,1,3883,24.9,0,63428,60177,123,1,60112
2026-09-08T22:29:22+08:00,1,3926,25.2,0,63408,60157,133,0,60112
2026-09-08T22:29:34+08:00,1,3924,25.1,0,63408,60157,133,0,60112
2026-09-08T22:29:45+08:00,15,3910,25.1,0,63408,60157,133,0,60112
2026-09-08T22:29:57+08:00,1,3911,25.1,0,63408,60157,133,0,60112
2026-09-08T22:30:08+08:00,1,3918,25.1,0,63410,60157,135,0,60112
2026-09-08T22:30:20+08:00,2,3903,25.0,0,63409,60157,7,0,60112
2026-09-08T22:30:31+08:00,2,3899,25.0,0,63409,60157,7,0,60112
2026-09-08T22:30:42+08:00,2,3903,25.0,0,63409,60157,7,0,60112
2026-09-08T22:30:54+08:00,1,3905,25.0,0,63409,60157,7,0,60112
2026-09-08T22:31:05+08:00,2,3908,25.0,0,63409,60157,7,0,60112
2026-09-08T22:31:17+08:00,1,3905,25.0,0,63409,60157,5,0,60112
