ts,connected,sent,recv,send_failed,dropped,latency_p50_ms,latency_p95_ms,latency_p99_ms
2026-09-08T18:49:20+08:00,30000,10213,10020,0,0,280,440,480
2026-09-08T18:49:30+08:00,30000,20355,20088,0,0,270,440,480
2026-09-08T18:49:40+08:00,30000,30530,30088,0,0,270,440,490
2026-09-08T18:49:50+08:00,30000,40295,40103,0,0,260,440,500
2026-09-08T18:50:00+08:00,30000,50607,50347,0,0,260,430,490
2026-09-08T18:50:10+08:00,30000,60869,60241,0,0,260,420,490
2026-09-08T18:50:20+08:00,30000,70663,70322,0,0,260,440,790
2026-09-08T18:50:30+08:00,30000,80975,80788,0,0,260,430,730
2026-09-08T18:50:40+08:00,30000,91179,90923,0,0,260,430,690
2026-09-08T18:50:50+08:00,30000,101155,100897,0,0,260,430,720
2026-09-08T18:51:00+08:00,30000,111527,111282,0,0,260,420,690
2026-09-08T18:51:10+08:00,30000,121855,121082,0,0,260,420,670
2026-09-08T18:51:20+08:00,30000,131536,131255,0,0,260,430,900
2026-09-08T18:51:30+08:00,30000,141826,141524,0,0,260,420,840
2026-09-08T18:51:40+08:00,30000,152141,151619,0,0,250,420,810
2026-09-08T18:51:50+08:00,30000,162088,161492,0,0,260,470,940
2026-09-08T18:52:00+08:00,30000,172381,172006,0,0,260,480,920
2026-09-08T18:52:10+08:00,30000,182744,181975,0,0,260,480,910
2026-09-08T18:52:20+08:00,30000,192355,192033,0,0,260,500,1060
2026-09-08T18:52:30+08:00,30000,202629,202291,0,0,260,490,1030
2026-09-08T18:52:40+08:00,30000,212869,212228,0,0,260,480,1010
2026-09-08T18:52:50+08:00,30000,222786,222551,0,0,260,510,1210
2026-09-08T18:53:00+08:00,30000,233100,232842,0,0,260,500,1180
2026-09-08T18:53:10+08:00,30000,243471,242760,0,0,260,490,1160
2026-09-08T18:53:20+08:00,30000,253314,253070,0,0,260,510,1280
2026-09-08T18:53:30+08:00,30000,263563,263302,0,0,260,500,1250
2026-09-08T18:53:40+08:00,30000,273911,273165,0,0,260,490,1230
2026-09-08T18:53:50+08:00,30000,283773,283501,0,0,260,510,1300
2026-09-08T18:54:00+08:00,30000,294017,293787,0,0,260,500,1280
2026-09-08T18:54:10+08:00,30000,304250,303659,0,0,260,490,1250
2026-09-08T18:54:20+08:00,30000,314097,313881,0,0,260,500,1260
2026-09-08T18:54:30+08:00,30000,324459,324142,0,0,260,490,1240
2026-09-08T18:54:40+08:00,30000,334763,334095,0,0,260,490,1220
2026-09-08T18:54:50+08:00,30000,344540,344281,0,0,260,510,1330
2026-09-08T18:55:00+08:00,30000,354807,354534,0,0,260,500,1320
2026-09-08T18:55:10+08:00,30000,365115,364414,0,0,260,500,1300
2026-09-08T18:55:20+08:00,30000,374968,374710,0,0,260,500,1320
2026-09-08T18:55:30+08:00,30000,385210,384911,0,0,260,500,1310
2026-09-08T18:55:40+08:00,30000,395487,394753,0,0,260,490,1290
2026-09-08T18:55:50+08:00,30000,405363,405028,0,0,260,520,1320
2026-09-08T18:56:00+08:00,30000,415668,415322,0,0,260,510,1300
2026-09-08T18:56:10+08:00,30000,425997,425294,0,0,260,500,1290
2026-09-08T18:56:20+08:00,30000,435983,435637,0,0,270,520,1330
2026-09-08T18:56:30+08:00,30000,446229,445982,0,0,270,510,1320
2026-09-08T18:56:40+08:00,30000,456539,455705,0,0,270,510,1310
2026-09-08T18:56:50+08:00,30000,466481,466230,0,0,270,520,1340
2026-09-08T18:57:00+08:00,30000,476746,476487,0,0,270,520,1320
2026-09-08T18:57:10+08:00,30000,487068,486564,0,0,270,510,1310
2026-09-08T18:57:20+08:00,30000,496854,496502,0,0,270,520,1320
2026-09-08T18:57:30+08:00,30000,507108,506630,0,0,270,520,1310
2026-09-08T18:57:40+08:00,30000,517436,516729,0,0,270,510,1300
2026-09-08T18:57:50+08:00,30000,527294,527025,0,0,270,520,1320
2026-09-08T18:58:00+08:00,30000,537544,537310,0,0,270,520,1310
2026-09-08T18:58:10+08:00,30000,547831,547452,0,0,270,520,1300
2026-09-08T18:58:20+08:00,30000,557593,557373,0,0,270,520,1290
2026-09-08T18:58:30+08:00,30000,567861,567615,0,0,270,510,1280
2026-09-08T18:58:40+08:00,30000,578124,577339,0,0,270,510,1270
2026-09-08T18:58:50+08:00,30000,587955,587705,0,0,270,520,1320
2026-09-08T18:59:00+08:00,30000,598196,597801,0,0,270,520,1310
2026-09-08T18:59:10+08:00,30000,608412,607708,0,0,270,520,1300
